#
# Copyright (c) 2006 Vanderbilt University, ISIS
#
#file	weapon	shockwave_start	shockwave_end	muzzleblast_start	mic_shooter_dist(m)
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s1_3.wav	m4	10076	10250	127908	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s2_0.wav	m4	9988	10162	136538	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s2_1.wav	m4	9730	9902	136542	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s2_2.wav	m4	9830	10004	136742	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_049_s2_3.wav	m4	10094	10268	136740	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s1_0.wav	m16	9988	10162	133734	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s1_1.wav	m16	10210	10382	133968	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s1_2.wav	m16	9932	10102	133926	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s1_3.wav	m16	10054	10228	133936	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s2_0.wav	m16	9988	10164	143218	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s2_1.wav	m16	9722	9898	143220	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s2_2.wav	m16	9816	9992	143406	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_050_s2_3.wav	m16	10086	10262	143404	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s1_0.wav	m16	9988	10160	132802	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s1_1.wav	m16	10208	10380	133006	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s1_2.wav	m16	9930	10100	132986	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s1_3.wav	m16	10066	10240	132992	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s2_0.wav	m16	9988	10162	142090	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s2_1.wav	m16	9724	9898	142092	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s2_2.wav	m16	9818	9992	142286	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_051_s2_3.wav	m16	10086	10260	142290	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s1_0.wav	m16	9810	9982	132952	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s1_1.wav	m16	9530	9700	132956	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s1_2.wav	m16	9658	9832	132768	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s1_3.wav	m16	9590	9762	132974	84.6017685
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s2_0.wav	m16	9932	10108	143662	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s2_1.wav	m16	9834	10008	143452	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s2_2.wav	m16	9570	9746	143470	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_052_s2_3.wav	m16	9666	9842	143674	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_053_s2_0.wav	ak47	9988	10200	124478	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_053_s2_1.wav	ak47	9738	9952	124474	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_053_s2_2.wav	ak47	9844	10058	124678	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_053_s2_3.wav	ak47	10100	10314	124682	77.7461098
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s1_0.wav	ak47	7450	7670	114426	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s1_1.wav	ak47	7680	7900	114650	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s1_2.wav	ak47	7410	7628	114612	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s1_3.wav	ak47	7550	7772	114638	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s2_0.wav	ak47	8868	9082	124292	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s2_1.wav	ak47	9124	9340	124294	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s2_2.wav	ak47	9014	9228	124096	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_054_s2_3.wav	ak47	8762	8978	124096	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s1_0.wav	ak47	9988	10204	117612	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s1_1.wav	ak47	10216	10434	117856	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s1_2.wav	ak47	9946	10162	117782	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s1_3.wav	ak47	10072	10292	117802	38.90500679
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s2_0.wav	ak47	9988	10204	125874	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s2_1.wav	ak47	9736	9952	125866	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s2_2.wav	ak47	9842	10058	126066	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_055_s2_3.wav	ak47	10100	10316	126072	32.05765788
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_056_s1_0.wav	m4	9982	10212	103776	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_056_s1_1.wav	m4	10200	10434	103798	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_056_s1_2.wav	m4	9920	10154	103608	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_056_s1_3.wav	m4	10056	10286	103832	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_057_s1_0.wav	m4	9980	10214	104336	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_057_s1_1.wav	m4	10200	10436	104270	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_057_s1_2.wav	m4	9924	10156	104300	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_057_s1_3.wav	m4	10058	10292	104114	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s1_0.wav	m4	9984	10222	102910	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s1_1.wav	m4	10206	10442	103140	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s1_2.wav	m4	9932	10170	103058	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s1_3.wav	m4	10060	10300	103106	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s2_0.wav	m4	9796	10028	111434	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s2_1.wav	m4	9532	9766	111370	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s2_2.wav	m4	9626	9858	111570	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_058_s2_3.wav	m4	9894	10128	111594	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s1_0.wav	m4	9982	10218	105154	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s1_1.wav	m4	10204	10438	105380	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s1_2.wav	m4	9926	10160	105312	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s1_3.wav	m4	10058	10290	105346	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s2_0.wav	m4	9980	10206	114078	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s2_1.wav	m4	9716	9946	114032	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s2_2.wav	m4	9810	10038	114228	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_059_s2_3.wav	m4	10078	10306	114276	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s1_0.wav	m16	9982	10216	108108	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s1_1.wav	m16	10202	10436	108328	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s1_2.wav	m16	9922	10158	108270	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s1_3.wav	m16	10060	10304	108312	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s2_0.wav	m16	9986	10222	117324	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s2_1.wav	m16	9716	9952	117282	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s2_2.wav	m16	9804	10038	117474	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_060_s2_3.wav	m16	10076	10312	117512	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s1_0.wav	m16	9982	10220	107430	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s1_1.wav	m16	10200	10438	107672	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s1_2.wav	m16	9918	10152	107612	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s1_3.wav	m16	10058	10292	107624	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s2_0.wav	m16	9982	10214	116330	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s2_1.wav	m16	9712	9948	116524	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s2_2.wav	m16	9804	10038	116572	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_061_s2_3.wav	m16	10076	10310	116370	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s1_0.wav	ak47	9984	10278	90216	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s1_1.wav	ak47	10210	10502	90410	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s1_2.wav	ak47	9944	10234	90386	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s1_3.wav	ak47	10078	10374	90430	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s2_0.wav	ak47	9982	10276	97896	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s2_1.wav	ak47	9734	10026	97824	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s2_2.wav	ak47	9844	10136	98032	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_062_s2_3.wav	ak47	10100	10392	98064	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s1_0.wav	ak47	9982	10280	90858	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s1_1.wav	ak47	10214	10508	91076	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s1_2.wav	ak47	9950	10246	91016	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s1_3.wav	ak47	10086	10384	91042	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s2_0.wav	ak47	9982	10276	98570	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s2_1.wav	ak47	9732	10026	98524	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s2_2.wav	ak47	9840	10130	98698	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_063_s2_3.wav	ak47	10096	10386	98744	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s1_0.wav	ak47	9984	10288	28008	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s1_1.wav	ak47	10206	10506	28256	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s1_2.wav	ak47	9932	10232	28104	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s1_3.wav	ak47	10066	10372	28170	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s2_0.wav	ak47	9986	10278	35170	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s2_1.wav	ak47	9728	10018	35060	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s2_2.wav	ak47	9828	10120	35242	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_064_s2_3.wav	ak47	10090	10384	35354	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s1_0.wav	ak47	9984	10290	28242	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s1_1.wav	ak47	10208	10512	28490	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s1_2.wav	ak47	9930	10236	28334	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s1_3.wav	ak47	10062	10372	28404	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s2_0.wav	ak47	9984	10274	35472	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s2_1.wav	ak47	9722	10012	35358	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s2_2.wav	ak47	9820	10110	35540	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_065_s2_3.wav	ak47	10086	10376	35656	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s1_0.wav	ak47	9986	10236	46260	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s1_1.wav	ak47	10178	10430	46506	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s1_2.wav	ak47	9878	10124	46360	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s1_3.wav	ak47	10012	10262	46424	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s2_0.wav	ak47	9708	9946	57610	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s2_1.wav	ak47	10002	10240	57722	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s2_2.wav	ak47	9946	10182	57536	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_066_s2_3.wav	ak47	9656	9894	57426	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_067_s2_0.wav	ak47	9988	10224	57820	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_067_s2_1.wav	ak47	9696	9934	57708	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_067_s2_2.wav	ak47	9748	9986	57888	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_067_s2_3.wav	ak47	10044	10282	58006	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_068_s2_0.wav	m16	9976	10216	40474	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_068_s2_1.wav	m16	9706	9944	40358	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_068_s2_2.wav	m16	9792	10030	40538	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_068_s2_3.wav	m16	10068	10306	40654	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s1_0.wav	m16	9984	10216	32242	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s1_1.wav	m16	10194	10428	32494	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s1_2.wav	m16	9906	10138	32332	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s1_3.wav	m16	10044	10280	32408	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s2_0.wav	m16	9984	10214	40908	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s2_1.wav	m16	9706	9940	40792	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s2_2.wav	m16	9786	10018	40976	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_069_s2_3.wav	m16	10066	10298	41092	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_070_s1_0.wav	m16	9986	10180	53270	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_070_s1_1.wav	m16	10160	10352	53516	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_070_s1_2.wav	m16	9854	10044	53364	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_070_s1_3.wav	m16	10000	10196	53432	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s1_0.wav	m16	9986	10188	53222	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s1_1.wav	m16	10158	10360	53470	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s1_2.wav	m16	9852	10050	53314	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s1_3.wav	m16	9996	10198	53386	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s2_0.wav	m16	9988	10174	66156	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s2_1.wav	m16	9690	9878	66036	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s2_2.wav	m16	9722	9910	66216	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_071_s2_3.wav	m16	10024	10212	66340	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_072_s1_0.wav	m4	-2	-2	9986	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_072_s1_1.wav	m4	-2	-2	10232	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_072_s1_2.wav	m4	-2	-2	10072	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_072_s1_3.wav	m4	-2	-2	10144	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s1_0.wav	m4	9982	10214	31880	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s1_1.wav	m4	10196	10428	32128	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s1_2.wav	m4	9912	10142	31964	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s1_3.wav	m4	10050	10282	32038	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s2_0.wav	m4	-2	-2	8876	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s2_1.wav	m4	-2	-2	8698	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s2_2.wav	m4	-2	-2	8576	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_073_s2_3.wav	m4	-2	-2	8756	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s1_0.wav	m4	9986	10188	52464	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s1_1.wav	m4	10160	10360	52710	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s1_2.wav	m4	9854	10050	52552	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s1_3.wav	m4	10002	10204	52626	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s2_0.wav	m4	9988	10178	65142	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s2_1.wav	m4	9688	9880	65020	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s2_2.wav	m4	9722	9914	65200	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_074_s2_3.wav	m4	10028	10218	65322	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s1_0.wav	m4	9988	10186	52030	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s1_1.wav	m4	10162	10362	52276	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s1_2.wav	m4	9856	10054	52114	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s1_3.wav	m4	10000	10202	52186	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s2_0.wav	m4	9988	10176	64764	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s2_1.wav	m4	9690	9880	64642	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s2_2.wav	m4	9724	9914	64822	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_075_s2_3.wav	m4	10026	10216	64948	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s1_0.wav	other_m16	9986	10218	33914	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s1_1.wav	other_m16	10192	10426	34162	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s1_2.wav	other_m16	9902	10136	33998	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s1_3.wav	other_m16	10036	10274	34072	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s2_0.wav	other_m16	9986	10218	42698	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s2_1.wav	other_m16	9706	9940	42578	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s2_2.wav	other_m16	9782	10014	42756	33.28605797
